game,outcome,end_reason,n_moves,loss,moves
28,D,cap_draw,150,3.844240,g1h3 d7d6 h3g5 b8c6 d2d3 b7b5 e2e3 e7e6 b1a3 e6e5 g5h3 d6d5 a3b5 f8d6 g2g3 e8d7 e3e4 d7e8 f1g2 c8d7 a1b1 a7a5 c2c3 d7g4 e1f1 d5d4 d1e1 a8a7 e1d1 g8h6 f2f3 f7f5 d1e1 d8f6 e1f2 d6f8 h1g1 e8d8 c3c4 d8d7 f1e1 d7e7 e1d2 e7d8 g1f1 d8e7 f1e1 a7a6 b2b4 e7e6 b1a1 f8e7 e1h1 e7d8 d2e1 e6e7 e1f1 h6g8 c1b2 h7h6 f2e1 c6a7 f1e2 g4h3 b5c7 g7g6 e1d1 h6h5 d1c2 e7f8 e2f1 h3g4 f1e2 f8g7 b2c1 h8h7 e2e1 h7h8 c2f2 g7f8 g2f1 f8e7 f1g2 e7f8 e1f1 f8g7 c1d2 f6g5 f2e2 h8h7 d2e1 g5h4 f3f4 f5e4 f1g1 h7h8 g2f1 h4g5 e2d1 h8h7 a1b1 g7f8 b1a1 h7h6 f1e2 g8f6 d1c1 f8e7 e1d2 g5f5 e2f3 e7f8 g1g2 f8e7 d2e1 f6e8 c7e8 e7f8 e1d2 f8e7 a1b1 e7f8 f3e2 d8f6 h1g1 f8g8 b1a1 g8h7 e2d1 a7c6 g2f1 a5a4 g1h1 a6a5 d2e3 a5b5 f1g1 a4a3 e8g7 h7h8 g7e8 b5b6 d1e2 h8h7 c1d2 h5h4 d2e1 g4h3 c4c5 h7h8
29,W,material_resign,45,3.769926,e2e4 d7d5 e4d5 a7a6 d2d3 b8d7 g1f3 a8b8 f1e2 c7c5 c2c3 d8b6 c1d2 h7h6 b1a3 a6a5 a1b1 b8a8 h2h3 b6e6 d1c2 b7b6 b1d1 c8a6 h1g1 h8h7 g2g3 b6b5 c2c1 d7e5 e1f1 e6f6 f3g5 e5g4 d2e1 b5b4 h3h4 e8d7 g1h1 e7e5 h1g1 a8b8 g5h7 b8e8 g1h1
30,W,material_resign,61,3.664801,b2b4 d7d6 c2c3 b7b5 e2e3 b8a6 d2d3 c8f5 g1h3 e7e6 c1d2 e8e7 g2g3 d8d7 d2c1 h7h6 c3c4 e6e5 c1d2 f7f6 f1e2 d7e8 f2f3 h6h5 e3e4 e8d7 e2f1 d6d5 f3f4 h8h7 c4d5 c7c6 d1c2 d7c8 c2c3 a6b4 c3c4 c8d7 f1g2 h7h8 e1d1 d7d6 d1e2 e7f7 d2e1 f8e7 d5c6 d6d5 e1d2 a8b8 g2f1 b8f8 e2d1 f7e8 h1g1 d5d3 h3g5 h5h4 c4d3 g7g6 g1h1
31,W,material_resign,125,3.686960,e2e3 b8c6 f2f3 g7g5 b2b4 f7f6 d2d3 h7h6 c2c3 d7d5 b1a3 b7b5 d1c2 a8b8 g2g3 f6f5 e1e2 c8b7 f3f4 a7a6 f1g2 a6a5 a1b1 h6h5 c1b2 b8a8 g2h3 f8g7 e2f3 h8h7 h3g4 g7f8 c2b3 h7h6 b2a1 a8b8 b3b2 d8d7 e3e4 b8c8 h2h3 c6a7 b1c1 e8d8 d3d4 f8g7 h1h2 d7d6 g4h5 a7c6 h2h1 g7f8 h5e8 h6f6 a3c2 c8a8 h3h4 c6d4 f3g2 f6f7 h1h2 a8a6 e8b5 f7f6 b5d3 f6f7 h2h3 a5a4 g2f1 g5g4 c1d1 d4b3 d1e1 f7f6 e1c1 a6c6 f1e2 d8c8 e2f1 c8d8 f1e2 d8c8 e2f1 c8d7 f1e2 d7e8 e2f1 e8d8 h4h5 b7c8 f1e2 d8e8 e2d1 c8d7 d1e1 d6e5 e1f1 e8d8 f1g2 f8g7 g2f1 c6d6 g1f3 d8e8 h5h6 e8f8 f1e1 d7b5 e1e2 g7h6 h3h6 b3d2 h6g6 f8e8 f3e1 f6f7 c1d1 e8d7 b2c1 b5d3 e1d3 c7c6 c1d2 f7f6 d1e1
32,W,material_resign,63,3.829094,d2d4 h7h6 e2e3 d7d5 b1d2 b8a6 e3e4 b7b5 g1f3 c8g4 b2b3 f7f6 c2c3 g7g6 h2h4 f8g7 b3b4 g7f8 a2a4 a8b8 f3g1 b8c8 g2g3 h6h5 c1a3 g4h3 a1a2 h8h7 g1e2 h7h8 a3b2 f8g7 d1b1 h8h7 c3c4 e8f7 e4e5 g7h8 e2f4 d8e8 h1h2 h3e6 f4g6 e8d7 f2f4 d7e8 h2e2 h7h6 e1f2 c8a8 a4a5 a8b8 g6f8 b8a8 f8h7 a8b8 b2c3 b8a8 f1g2 e8f8 h7f8 a8b8 g3g4
33,D,cap_draw,150,3.638178,e2e4 b7b6 c2c3 d7d5 d2d3 c8d7 g2g3 b8a6 f2f3 e7e6 h2h3 f8e7 b2b4 g8h6 f1e2 c7c6 c1d2 e6e5 e1f1 f7f6 h1h2 d7c8 g3g4 e8g8 d2h6 d8e8 h2g2 g7g6 b1a3 e8d7 d1e1 d7c7 e1d1 a8b8 d1c2 f8e8 f3f4 e8d8 a3b5 c8b7 f1e1 d8c8 e1f1 a6b4 g2g3 g8h8 c2d1 e7d8 g3f3 b4a6 d1c2 d8e7 a2a3 b8a8 a1b1 e7f8 b1c1 c8b8 c2d1 f8e7 h6f8 h8g8 d1e1 e7d8 a3a4 g8f8 e1g3 f8e8 f1g2 e8f7 e2f1 b7c8 g2h1 c8d7 g3h4 d7c8 h1g2 c8d7 g2g3 d7e6 f1e2 d8e7 c3c4 c6c5 e2f1 b8g8 f1g2 g8f8 g2f1 f8g8 b5a3 g8f8 f1g2 a8b8 g2f1 f8e8 g4g5 e8d8 f1g2 e6c8 c1c2 d8e8 g2h1 e8f8 h1g2 e7d6 g2h1 f8e8 h1g2 b6b5 g2f1 e8d8 f1g2 b5c4 g2f1 d8e8 f1g2 a6b4 g2f1 e8f8 c2c4 b8a8 f1e2 f8g8 e2d1 h7h6 a3b5 c8b7 g1e2 g8h8 d1c2 b7c6 b5d6 f7f8 g3g4 c7d6 d3d4 f8g7 c2d1 d6d7 f4f5 d7e8 d1c2 e8f8 c4c3 a8b8 f3g3 b8a8 c3f3 b4a2
34,D,cap_draw,150,3.616493,e2e4 f7f6 d2d4 d7d6 c2c3 d6d5 g1h3 g7g5 a2a4 c8h3 b1a3 b8a6 d1f3 b7b6 g2g3 d5e4 h1g1 f8g7 e1d2 g8h6 f1g2 d8c8 d2e1 e8d7 e1d1 c8b7 d1e1 d7e8 g2f1 e8d8 a3b5 d8e8 e1d1 h8g8 f3f6 b7c8 f1g2 g7h8 c3c4 c8e6 b5a7 e4e3 d1e1 e6e5 g2f3 e8d8 f6b6 h8g7 g1f1 g7f8 a1b1 d8e8 b6f6 e8d8 f6c6 e5d4 c6b7 a8b8 c1e3 f8g7 b7c6 g8f8 f1h1 f8e8 f3e4 h3f1 c6g6 g7f8 e4d3 c7c5 e1f1 b8a8 h1g1 a6b8 f1g2 d8d7 g2f1 e7e6 f1e1 e8e7 e1f1 f8g7 e3c1 g7f8 f1g2 f8g7 g2h1 d4e4 g1g2 g7f8 b1a1 e4d3 a1b1 d7d6 a4a5 f8g7 f2f3 g7f8 h1g1 d3e3 g1h1 b8c6 c1d2 e7g7 d2e1 a8b8 e1f2 b8a8 h1g1 a8b8 g1h1 b8c8 g3g4 c8d8 h1g1 e3d2 g6e6 d6c7 g1h1 d8e8 f3f4 e8d8 b2b4 c7b7 a5a6 b7a8 b4b5 d8c8 b1a1 c8e8 a1a2 e8d8 g2g3 d8c8 h2h3 c8d8 h1h2 d8e8 a7c8 e8d8 a2a3 d8d5 h3h4 f8e7 h2g2 e7f8 g2f1 h6g8 f4f5 a8b8
35,W,material_resign,31,3.698183,d2d3 d7d5 e2e4 h7h5 g1f3 b8a6 h2h3 b7b6 c2c3 c8b7 h1h2 d8d7 d1d2 f7f5 b1a3 c7c6 e4f5 d7d6 a1b1 g7g6 d2f4 e8d8 d3d4 d8e8 g2g3 h8h7 a3c2 d6e6 f5e6 c6c5 f4h6
36,B,material_resign,60,3.664160,e2e3 d7d6 d2d3 a7a6 c2c3 d6d5 g1e2 a6a5 h2h3 a8a6 f2f3 a6d6 g2g3 b7b6 b1a3 b6b5 d1c2 c8f5 f1g2 e7e6 g2f1 g8h6 f1g2 f5g6 e1f1 d6b6 a3c4 d8e7 h1g1 b8c6 f3f4 c6b4 a1b1 e8d8 g2h1 b6c6 f1e1 d8c8 e1f1 c8d8 h1g2 d8e8 g2h1 e8d7 f1g2 e7d8 g2f1 d8e8 f1g2 e8d8 g1f1 d8e8 c4a5 f8e7 f1g1 d7d6 g1f1 b4c2 d3d4 e6e5
37,W,material_resign,33,3.811700,e2e4 f7f6 b2b3 e7e6 d2d3 d7d5 f2f3 b7b5 b3b4 b8d7 g2g3 e8e7 g1e2 c8b7 f1g2 c7c6 e2g1 g7g6 f3f4 a7a5 b1a3 a8a7 c1b2 h7h6 a3b5 a7a6 b5c7 a5a4 g1e2 b7a8 c7a6 g6g5 g2f1
38,B,material_resign,94,3.574958,h2h3 e7e6 d2d3 d7d6 c2c3 b7b6 e2e3 e8d7 b1a3 h7h6 g2g3 f8e7 d1c2 a7a6 g1f3 c7c6 f3e5 d7c7 e5f7 d8e8 h3h4 h8h7 f1g2 e8d7 e1f1 e7f8 a1b1 h7h8 c2a4 g7g5 h1h2 d7e7 f1e1 c8b7 a3b5 c6b5 h2h3 d6d5 e1f1 a6a5 f1e2 h8h7 g2f1 b7c8 a4a5 c8b7 g3g4 h7h8 a5a7 h6h5 f2f3 h8h7 f3f4 b5b4 c1d2 b8d7 f7h8 f8g7 f1g2 e7d8 d2c1 c7d6 g2f1 g7f8 h8f7 d6c5 f1g2 b7c6 g2f1 d8e8 f1g2 f8e7 g2f1 h7h6 f1g2 a8b8 g2f1 e8d8 f1g2 d8e8 e2f1 e7f6 b1a1 e8d8 g2h1 d8c8 f1e2 c8b7 e2d1 b7a8 a7a4 a8a4 d1e2 f6e7
39,D,cap_draw,150,3.805850,d2d3 d7d5 c2c3 a7a6 b1a3 b8d7 e2e3 h7h5 f2f3 b7b6 d1c2 a8b8 b2b3 f7f5 c1b2 g7g6 a1b1 h8h7 b2c1 h7h6 e3e4 f5e4 f1e2 b6b5 b3b4 b8b7 c2b2 h6h7 g2g3 f8g7 d3e4 g7f8 e2d1 f8g7 b1a1 e8f8 b2b1 g8h6 b1c2 e7e5 a3b5 d8e8 e1e2 e8d8 e2f2 g6g5 c1b2 d7f6 d1e2 b7a7 b5d6 f8e7 b4b5 f6g8 f3f4 c8d7 e2f1 d7c8 f1g2 d8d7 d6b7 g7f8 f2e3 d7e8 h2h3 e8d7 a2a3 h7h8 a1e1 d7d6 g3g4 c8d7 e1f1 d7c8 c2d1 c8b7 d1c2 h8h7 c2f2 b7c8 b2a1 h7h8 f4f5 c8d7 f2e2 d7e8 h1h2 f8g7 g1f3 g7f8 e2d1 c7c5 d1d4 h8h7 a1b2 h7h8 b2c1 a6a5 c1d2 d6a6 d2e1 g8f6 g2h1 f8g7 h1g2 a5a4 f3d2 a6c6 g2h1 a7d7 h1g2 f6g4 e3d3 d7d8 g2h1 g7f8 h1g2 h8g8 g2h1 d8c8 d2f3 g8h8 f3e5 c6b6 f1g1 c8c7 g1f1 h8g8 e1d2 c5c4 d3c2 g8h8 d2c1 h8h7 h1g2 f8g7 g2h1 g7f8 h1g2 h7g7 g2h1 e8d7 f1g1 b6c6 h1g2 d7c8 b5b6 c8b7 g1f1 c6b6
40,W,material_resign,41,3.698121,h2h3 f7f6 d2d3 d7d5 c2c3 b8a6 g1f3 b7b6 c1d2 b6b5 e2e4 h7h6 d2f4 h6h5 b1a3 c8b7 d1e2 a8b8 e4d5 b8a8 a1b1 g7g6 f3g5 h8h7 e2e3 c7c6 e1d1 d8d5 f1e2 a8b8 d1e1 b8a8 e2f1 a8b8 b2b3 d5f3 b3b4 b8a8 e3f3 b7c8 f3d1
41,B,material_resign,50,3.731556,d2d3 d7d5 c1g5 b8a6 b1a3 b7b5 f2f4 h7h6 e2e3 f7f6 h2h3 c8d7 c2c3 d7e6 f4f5 g7g6 d1e2 a6b4 a3b1 a8b8 g5f4 b4c2 e1f2 b8a8 h1h2 h8h7 f4h6 h7h8 g2g3 h8h7 a2a3 f8g7 f1g2 a8b8 e2f3 b8a8 g2f1 g7f8 h6g5 h7h6 h2g2 a8b8 a1a2 b8a8 f3h5 d8d7 e3e4 h6h5 d3d4 d7c8
42,W,material_resign,67,3.719009,g1f3 d7d5 d2d3 b7b5 a2a3 c8e6 g2g3 a7a6 h2h3 d8d7 h3h4 d7c8 c2c3 g7g6 b2b3 c8b7 b3b4 f7f5 e2e3 f8g7 h1h2 h7h6 f1g2 e8f7 c1b2 a8a7 g2f1 c7c6 d1d2 g7f8 f1g2 f7e8 g2h1 h8h7 e1f1 e8d8 f1e2 d8e8 f3g5 f8g7 d2c1 h7h8 e2d2 e8f8 c3c4 c6c5 c1g1 b7b6 d2e1 b8d7 a1a2 a7a8 e1d1 a8a7 d1e2 f8e8 e2d1 h6h5 d1c2 g7f8 b2h8 a7b7 h2h3 f5f4 g5e6 e8f7 c4d5
43,B,material_resign,108,3.769386,e2e4 d7d5 d2d3 c7c6 c2c3 f7f5 g1h3 h7h6 b1a3 b7b5 g2g3 g7g6 f1e2 h6h5 f2f3 e7e6 a1b1 f8e7 h1g1 b8d7 e1f1 g8f6 f1g2 h8h7 f3f4 c8b7 g1f1 e6e5 f1e1 b7c8 d1c2 c6c5 g2f1 a8b8 e2d1 g6g5 c1d2 b8b7 f1g2 h7h8 g2f1 e8f8 f1e2 f8g7 d2c1 g7f8 g3g4 f6e8 e1f1 b5b4 h3g5 f8g7 g5h7 h8g8 f1g1 g8h8 g1f1 g7g8 h7f8 h8h7 f1g1 d8b6 g1f1 h7h8 f8h7 b6d6 h2h3 h8h7 e2e3 g8f8 f1e1 c5c4 e1f1 f8g7 f1g1 g7f8 e3f3 d6e6 c1d2 b4c3 g1g2 e7h4 d2e1 d7f6 g2h2 b7c7 e1d2 f8g7 d2c1 c8b7 d1e2 e5f4 f3f4 h7h6 c1d2 c3b2 d2c1 e6d7 c2b3 d7c8 b3b4 c8d7 e2f1 h4g5 f4e5 b2c1q f1g2 d7c8
44,W,material_resign,97,3.620443,h2h3 d7d6 c2c3 c8d7 d2d3 f7f6 b1a3 g7g6 f2f3 h7h6 g2g3 d6d5 e2e4 e7e6 a3c2 f8a3 f1g2 b8c6 e1f1 a3b2 d1e2 a7a6 h1h2 a8b8 e2e3 e6e5 f1e1 h8h7 e1d1 b8c8 g2f1 e8e7 c1d2 h7h8 d1e2 h8h7 d2c1 h6h5 g3g4 d7f5 e2d1 h7h6 c1d2 a6a5 d1e2 d8d6 e4d5 e7d8 a2a4 d8e8 f3f4 e8d8 f1g2 d8e8 d2e1 g8e7 c2d4 d6d8 g2f1 d8d7 e1d2 e5e4 a1a3 d7d5 d2e1 e8d7 h2f2 c8d8 a3a2 d8c8 f1g2 h6h8 e1d2 d5c4 h3h4 h8h7 d2e1 h7h8 e2d2 b7b5 g2h1 h8g8 f2f3 d7e8 d2d1 e8d8 e3f2 d8d7 d1e2 g8f8 d4c6 c8d8 e2d1 e7g8 c6d8 d7e8 e1d2
45,B,material_resign,44,3.863183,h2h4 b8a6 f2f4 b7b5 d2d3 d7d6 b1a3 h7h6 c2c3 d6d5 a3b5 f7f6 b2b3 d8d6 e2e3 h6h5 g2g4 e8f7 c1a3 c8g4 h1h2 a8b8 a3b4 b8b7 e3e4 b7b5 d1c2 h8h7 f1e2 h7h6 e4d5 c7c6 e1d1 c6c5 h2h3 f7e8 d3d4 e8f7 h3e3 b5b8 e3e7 d6e7 d1e1 b8a8
46,W,value_resign,15,3.759484,e2e4 f7f6 d2d3 e7e6 c2c3 f8e7 f2f3 h7h6 c1d2 e7d6 d2h6 a7a6 f3f4 d8e7 g2g3
47,B,material_resign,104,4.013231,d2d4 f7f6 e2e4 b8a6 d1h5 g7g6 h2h4 d7d6 h5b5 d8d7 f2f3 d6d5 h1h2 b7b6 b2b3 f8g7 c1b2 e7e6 b1a3 c8b7 a1b1 a8d8 b2a1 g7f8 b5c4 a6b4 e1d2 f8g7 d2e1 e8f7 h2h1 d8e8 e1d1 e8d8 b1b2 d7e8 c4d5 f6f5 f3f4 g7f6 d5d7 g8e7 d7e8 d8e8 f1e2 e8d8 e2f3 d8e8 d1e1 h8g8 c2c3 b7a6 h1h2 g8h8 e1d1 c7c5 a3c4 e8d8 g2g4 d8e8 d1e1 a6c4 g4f5 e8d8 a2a3 d8e8 e1f2 e8d8 h2g2 d8a8 d4d5 h7h6 g1e2 h8h7 g2g3 a7a6 g3g4 h7h8 f3g2 a8a7 f2f1 h8h7 g4g6 b4a2 f1f2 e6f5 f2f3 e7c8 g2h1 h7h8 b3b4 h8g8 h4h5 g8f8 f3e3 f8e8 h1g2 e8e4 e3f2 f6e5 g6f6 f7f6 g2f3 c4e2
48,B,material_resign,144,3.886741,b2b3 f7f5 a2a4 b7b5 d2d3 c7c5 g1h3 d7d5 h3g5 g7g6 g5h7 b8a6 c2c3 f8g7 c3c4 a8b8 c1b2 d8d7 e1d2 e8f7 d2e3 d7e8 d1e1 c8d7 g2g3 b8a8 h1g1 a8b8 b2f6 d7c8 f6h4 g8f6 h7g5 f7f8 e1d2 b8a8 g3g4 e8d7 d2b2 f6g4 e3d2 d7d6 g5h7 f8e8 c4d5 h8h7 f1h3 d6d5 d2c1 a8b8 a1a2 c8d7 c1c2 d7c8 g1f1 c8d7 b2c1 e8f8 f2f3 f8e8 h4g5 h7h8 f1e1 h8g8 c2d1 e8d8 a2d2 d7e8 d2c2 b8a8 c1e3 g7f8 e1f1 d8d7 d1e1 f8g7 g5e7 g7h8 b3b4 d7c8 e7g5 c8d7 f3g4 d7c8 f1f3 c8d7 e1f1 g8f8 f1e1 d7d6 e1d1 f8g8 d1e1 a8b8 g5d8 b8a8 e1d1 a8b8 d1e1 b8a8 e1d1 a8b8 d1e1 g8f8 e1d1 f8g8 d8f6 b8c8 d1e1 e8d7 e1d1 d7e8 b4c5 d6d7 d1e1 d5b3 f6b2 b3c2 f3f5 g8g7 e3e7 d7c6 e1f1 c2b3 f1g2 c8d8 e2e4 d8c8 g2h1 c8b8 d3d4 b8a8 b2c1 b5b4 c1h6 b3d3 h1g1 e8d7 e7e8 a8b8 g1h1 d7e8 b1a3 b8a8
49,W,material_resign,93,3.757172,g1f3 b8c6 c2c3 f7f6 e2e4 b7b5 b1a3 e7e5 b2b3 c8b7 f1c4 d8c8 e1f1 d7d5 h2h4 a8b8 f3e1 e8d8 f2f3 d8e8 d2d4 f8e7 c1d2 b7a8 a1c1 c8h3 h1g1 e8d8 a3b5 d8c8 g1h1 c8b7 f1e2 b7a6 h1g1 e7f8 e4d5 g8e7 a2a4 h8g8 e2f1 g8h8 f3f4 b8c8 d1e2 h3c3 g2g3 c6d4 f1f2 e7f5 g3g4 c8d8 e2e5 f5h4 g1f1 d8e8 b5a7 a6a5 f1g1 f8e7 e5d6 e7d8 g1g2 d8e7 c1d1 h8g8 e1d3 e8f8 d2c1 f8e8 g4g5 g8f8 c1b2 f8g8 d1e1 e8d8 e1g1 d8d7 g1f1 d7d8 b2c1 d8e8 d6a3 g8f8 c1d2 e7d8 f1e1 f8g8 e1d1 e8e1 d2e1 d8e7 e1d2
50,D,cap_draw,150,3.660589,d2d3 f7f6 f2f3 b7b6 e2e3 d7d6 h2h3 h7h6 b1a3 c7c6 h1h2 e8d7 a1b1 c8b7 g2g3 h6h5 h3h4 g7g5 c2c3 a7a6 d1e2 f8h6 a3b5 d8f8 c1d2 d7d8 h2h3 d8e8 f1g2 e7e5 f3f4 e8d8 b1a1 d8d7 g2f1 f8e7 g1f3 a8a7 e3e4 a7a8 a1b1 a8a7 f3g5 e7e6 f1g2 f6f5 e1f1 h8h7 b1a1 h7h8 e2d1 b7c8 g5h7 h8h7 d1c2 h7h8 e4f5 a7a8 f1e1 h8h7 g2f1 e6e8 a1b1 e8d8 f1g2 a8a7 e1f1 c8b7 d2e1 g8f6 b5c7 e5e4 c7e8 d8e8 b1a1 e8f7 d3d4 d7e8 e1d2 e8d8 h3h2 d8c8 d2e3 c8d8 h2h3 d8d7 a1b1 d7d8 h3h2 f7f8 f1f2 h7d7 f2e2 d8c7 h2h3 c6c5 e2f1 f8e8 g2h1 e8d8 f1g2 d8e8 g3g4 b7d5 g4g5 e8d8 g2g1 d8e8 g5h6 e8f8 h3g3 f8e8 g1f1 e8d8 f1e1 d8e8 e1f1 c7c6 f1e1 e8d8 e1d2 d8e7 d2e1 f6g4 e1d1 e7f8 g3g4 f8e7 e3d2 e7f8 d2c1 f8e8 d1e2 e8d8 e2e1 d8e8 c1d2 e8e5 e1e2 h5g4 d2c1 c6b7 e2d1 e5f5 d1e1 d5c6 e1d1 d7g7 c1d2 d6d5
51,W,material_resign,91,3.927597,d2d3 f7f6 e2e3 g7g5 f2f4 d7d5 c2c3 f6f5 g1h3 c8e6 c3c4 a7a6 h3g5 b7b6 b1a3 h7h6 e3e4 g8f6 a1b1 a6a5 c4c5 h8g8 f1e2 a8a7 d3d4 b8a6 e2f1 d8b8 g5h7 b8a8 h7f8 f6g4 g2g3 e8d8 f1e2 d8e8 e2f1 a8c6 f1e2 e8d8 c1d2 g8g7 e1f1 d5e4 d1c1 d8e8 e2d1 a5a4 b1a1 g4f2 a3b5 e8d8 h2h3 d8e8 d1e2 e6a2 d2e1 e8d8 f1g2 c6e6 f8d7 f2d1 h1g1 d8c8 c5b6 e6e5 g2f1 c8d7 b5d6 d7e6 a1b1 e6d7 f1g2 d7d8 g1f1 d8d7 d6f7 d7e8 c1c4 e8d7 g2h2 c7c6 e1d2 e5d4 d2e1 d7c8 e1d2 e7e6 c4d4 g7g6 g3g4
52,B,material_resign,76,3.627586,d2d3 d7d6 f2f3 c8e6 c1e3 f7f6 b1a3 d6d5 d3d4 b7b6 f3f4 e6d7 d1b1 c7c6 e3c1 b6b5 c2c3 b8a6 h2h3 d8c7 c1e3 e8f7 b1d1 d7e8 h1h2 a6c5 d1c2 c5e6 a1b1 a8c8 b1a1 a7a6 e1d1 h7h6 d1c1 c7a7 a1b1 c8d8 c1d2 e6f4 b1c1 d8c8 h3h4 a7d7 e3f4 d7f5 h2h3 a6a5 d2e1 f5d3 h4h5 c8d8 a3c4 d3d4 f4e5 h8h7 g2g3 f6e5 h3h4 d8c8 f1g2 f7f6 h4h3 c8c7 a2a3 d4g4 e1f1 e8d7 c2e4 d7e8 c4e5 g4h4 g2h1 h4h3 f1f2 h7h8
53,W,material_resign,75,3.789198,d2d3 a7a5 c2c3 d7d5 f2f3 b8c6 h2h3 b7b5 b1a3 f7f6 d1b3 g8h6 a3b5 c8b7 c3c4 e8f7 e2e3 g7g5 e1e2 d8e8 e2e1 a8b8 g1e2 b8c8 b5c7 c6b4 h3h4 e8a4 f3f4 h8g8 a2a3 b4d3 e1d1 c8b8 c1d2 b7c8 h1g1 c8d7 d2c1 d7c6 a1b1 f8g7 c1d2 b8f8 b1a1 f8e8 d2c1 e8d8 a1b1 d8e8 g1h1 g8h8 e3e4 e8f8 h1g1 f8e8 b1a1 c6b7 d1c2 a4c6 c2d3 b7c8 d3d4 c8b7 h4h5 e8d8 e4d5 d8e8 b3b4 e8d8 a1b1 d8e8 c7e8 c6c5 d4d3
54,B,material_resign,130,3.795918,d2d3 d7d5 f2f3 b7b6 h2h4 b8a6 c1e3 c8e6 e3d2 g8h6 f3f4 g7g6 d2c3 f7f5 c3d2 d8d6 h1h2 d6d7 b2b3 f8g7 c2c3 h8g8 g2g3 a6b4 d1c2 g7f8 h2h3 d7c8 a2a4 c8b7 e1d1 e8d8 d2e1 f8g7 e1d2 g8h8 g3g4 d8c8 c2b2 f5g4 d1e1 c8b8 e1d1 h6f7 d1e1 h8e8 f1g2 g7h8 e1f1 e8f8 d2c1 b7c6 g2h1 f8g8 f1g2 h7h6 g2f1 g8f8 f1g2 f7d8 g2f1 b8b7 f1g2 f8g8 h4h5 g8g7 c1d2 b4a2 d2e1 b7c8 e1d2 a2c1 d2e1 d5d4 g1f3 c8b7 g2f1 e6d7 b3b4 d7c8 f1g2 c8d7 g2f1 d7c8 f1g2 e7e6 b1a3 c6e8 g2f1 g7g8 a3c2 g8f8 a1b1 e8e7 h1g2 e7g5 b1a1 f8e8 e1f2 e8f8 h3h4 e6e5 g2h1 c8d7 f1e1 f8g8 b2b3 a8b8 a1b1 b8c8 c3d4 g8g7 e1f1 d7c6 d4e5 a7a6 b1a1 b6b5 f1g2 g6h5 g2f1 c8a8 f1g2 g5h4 b3c4 a8b8 f2d4 c1d3 g2f1 b7c8
55,B,material_resign,42,3.891292,h2h4 b7b5 d2d3 f7f5 f2f3 d7d5 g2g4 a7a6 c2c3 c8b7 c1g5 d5d4 b2b3 d8c8 d1c2 b7c6 b1a3 e8d7 f1g2 e7e6 b3b4 e6e5 e1f1 c6e4 a1e1 d4c3 e1d1 c7c6 d1e1 e4d3 h1h2 c6c5 g4f5 c8b7 g5d8 h7h6 h2h3 d7c6 a3c4 d3c2 e1d1 b7f7
56,B,material_resign,24,3.749248,d2d4 d7d5 c2c3 e7e5 e2e3 e8e7 h2h3 b8a6 d1f3 b7b6 b1a3 c8b7 g2g3 c7c6 h3h4 h7h6 c3c4 e7e6 f1e2 d8c8 f3f5 e6f5 e3e4 d5e4
57,W,material_resign,51,3.880090,d2d3 d7d5 c1e3 f7f6 c2c3 b8c6 e3f4 g7g6 b1a3 c8d7 g1f3 b7b5 h2h4 d7c8 f3g5 h7h6 a3b1 h8h7 e2e3 c8b7 d1a4 b7c8 f2f3 h7h8 a4b5 f8g7 b5b8 c8d7 f4h2 h8h7 b8b4 d7c8 g2g4 e8f8 f1e2 f6f5 f3f4 c8b7 b4c4 d8e8 c4c6 e8d8 e1d2 a7a5 d3d4 d8e8 e2a6 g8f6 c6f6 f8g8 a6d3
58,D,cap_draw,150,3.719100,e2e3 d7d5 d2d3 b8a6 f2f3 b7b5 c2c3 c8b7 f1e2 f7f6 f3f4 h7h5 b1a3 g7g6 e2h5 a8b8 g2g3 b8a8 h2h3 c7c6 g3g4 h8h7 d1c2 a8b8 e1f1 b8a8 f1g2 a8c8 h1h2 h7h8 g2f1 d8d7 f1e2 a6b4 a1b1 h8h6 a3b5 c8d8 b1a1 d8c8 e2f1 e8d8 f1e1 f6f5 e1d1 d7d6 d1e1 g8f6 e1d1 d8e8 d1e1 h6h5 e1e2 e8d8 e2d1 e7e5 d1e1 h5h8 g1e2 h8h7 e1d1 h7h6 d3d4 h6h8 c2d3 f8g7 d1e1 h8h7 e3e4 h7h5 e1d2 g7f8 e4f5 f8g7 d2e1 g7h6 b5c7 d8e7 e1d1 b4a2 d1c2 b7a6 h2g2 e7f8 g2g3 f8g7 g4g5 g7g8 c2d1 c8b8 c7e8 b8a8 a1b1 g8f8 d1e1 f8e8 g3g2 e8d8 e1d1 d8c8 g2g1 h5h4 g1h1 a8b8 h1g1 d6c5 c3c4 c5b5 d1c2 c8d7 g1g2 d7e7 b1a1 b5b6 a1b1 g6f5 c1d2 b6b3 d3b3 e7d8 b1c1 d8d7 g2h2 b8a8 c1d1 d7e8 d1e1 e8d8 e1f1 d8c8 d2e3 h6f8 e2c1 c8d7 c2d1 d7e8 d1c2 e8d8 f1h1 f6d7 b3b8 a8b8 b2b3 b8b4 h1g1 f8g7 g1f1 g7h8 f1e1 d8c8
